recorded_time,agg_level,product_type,country,year,quarter,month,brand,brand_tier,parent_company,product_category,total_market_size_rev,market_share_rev_pct,average_unit_price,market_share_unit_sold,market_share_unit_pct
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Reebok,,,,14964050.534724614,0.4478945942228216,,139597.4412427596,0.5127418885683673
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Salomon,,,,13779076.80693272,0.4124267023079657,,113896.59830504534,0.4183426028195242
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Fila,,,,11306825.76972652,0.3384288317075641,,137040.4487630583,0.5033500462722237
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Mizuno,,,,11029366.135763437,0.3301240836128736,,80509.13605805772,0.2957103375385629
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Diadora,,,,9898505.373612348,0.2962758671148869,,84298.07070386573,0.3096271077075468
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Lululemon,,,,9710770.543858156,0.2906567056987234,,69090.54928031011,0.2537698284784961
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Anta Sports,,,,9565663.834895965,0.2863134625120733,,76947.01649624406,0.2826266599641691
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Timberland,,,,9306576.848493008,0.2785586330042418,,67063.17322278277,0.2463232691481777
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Merrell,,,,9265501.893533409,0.2773292031622575,,81694.84573243475,0.3000654533080319
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Keds,,,,9219643.37239682,0.2759565946116203,,153535.05194011325,0.563934781270922
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,The North Face,,,,9053875.5123331,0.270994934782543,,65771.84934893489,0.2415802320556943
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Wilson Sporting Goods,,,,8898750.09598935,0.2663518179175138,,68725.56607668224,0.2524292438985937
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,La Sportiva,,,,8868041.935135256,0.2654326804678535,,54624.29246742697,0.2006352167498057
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Li-Ning,,,,8572093.960370647,0.2565745509286178,,72271.14223144254,0.265452157481181
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Champion,,,,8071756.755965702,0.2415987709002421,,93545.44573484165,0.3435927484490348
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,VEJA,,,,6806360.951682303,0.2037237357300802,,48046.32303581565,0.1764743120850555
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,K-Swiss,,,,6688648.694317203,0.2002004461217453,,60152.8353249894,0.2209415739479162
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,AND1,,,,6190882.260529865,0.1853016127903846,,79690.3905139438,0.2927030822994367
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,British Knights,,,,5720466.29895489,0.1712214166739232,,67339.62941545465,0.247338693708077
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Athletic Propulsion Labs,,,,5628897.254062731,0.1684806293376219,,36788.170428445286,0.1351230782923418
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,KangaROOs,,,,4588663.840430984,0.1373450139095372,,39445.764698617946,0.1448844313157625
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Macbeth Footwear,,,,4447374.812805732,0.1331160391710799,,39289.165856703454,0.1443092432232299
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Spira,,,,3809434.223181888,0.1140216007458158,,31488.43754676941,0.1156571409336991
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Cariuma,,,,3699279.6568252286,0.1107245232141931,,31444.171141062936,0.1154945502711482
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Craft,,,,3237279.055085811,0.0968962103809403,,26467.1230772469,0.097213835373955
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Kappa,,,,2794485.9348566737,0.0836428038617985,,24118.540146425403,0.0885874820777315
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Heelys,,,,2784158.2146745287,0.0833336810056911,,40385.542842463554,0.1483362397158371
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Topo Athletic,,,,2305883.104778356,0.0690182497809219,,17053.186694146927,0.0626364142051877
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Autry,,,,2050188.2837439885,0.0613649524436597,,19205.39854538548,0.070541495841206
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Altra Running,,,,1607936.9301992843,0.0481277617458107,,10743.054168480758,0.0394592754301275
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Arc'teryx,,,,1409763.4448036938,0.0421961570228109,,8731.42084013116,0.0320705391989858
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Xero Shoes,,,,850197.6783172318,0.0254475847468854,,6457.812485577702,0.0237195677828889
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q1,,Lacoste,,,,364839.5271850909,0.0109201483652981,,2982.82987198223,0.010955944523214
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Nike,,,,802969337.9076431,24.399999999999995,,5817252.74593145,22.14431695150209
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Skechers,,,,303746188.0691617,9.23,,2889739.800653894,11.00026367219568
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Jordan Brand,,,,263597721.1737796,8.01,,1600366.8853911052,6.092056353159951
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Under Armour,,,,241878058.7549663,7.350000000000001,,1849641.123928343,7.040959209387676
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Hoka One One,,,,218842053.1592552,6.649999999999999,,1434442.9190351143,5.460439839092001
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Adidas,,,,203375020.8307064,6.18,,1337055.010521249,5.089716955359086
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Asics,,,,178364500.4696486,5.42,,1444186.1720754665,5.497529113511981
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,New Balance,,,,168491926.64291528,5.119999999999999,,1424529.7378920903,5.422703705763032
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Saucony,,,,164542897.11222196,5.0,,1228424.3468559063,4.676196698990682
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Puma,,,,153683065.9028153,4.67,,1258274.3483523873,4.789825575542968
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Converse,,,,108598312.09406649,3.3000000000000003,,1546388.3315578713,5.886578225103223
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Brooks Sports,,,,103332939.38647538,3.14,,799462.6146462524,3.043284227590927
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,On,,,,72398874.72937766,2.2,,489109.106546951,1.861873216152902
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Vans,,,,60880871.93152212,1.85,,954342.6416502368,3.6328601936398752
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Allbirds,,,,32908579.42244439,1.0,,316496.91625080793,1.2047968918889902
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Reebok,,,,14739574.826865226,0.4478945942228215,,134701.68992056328,0.5127638501851434
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Salomon,,,,13572376.888838518,0.4124267023079657,,109893.1624479426,0.4183261629387049
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Fila,,,,11137212.08709344,0.3384288317075641,,132226.3028990132,0.5033408876327293
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Mizuno,,,,10863914.624835923,0.3301240836128735,,77683.58469377506,0.2957151763073976
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Diadora,,,,9750017.903903836,0.2962758671148868,,81338.81128640936,0.309629389722564
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Lululemon,,,,9565099.284152484,0.2906567056987234,,66662.99234353441,0.2537635024407754
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Anta Sports,,,,9422169.32079362,0.2863134625120733,,74243.81320971866,0.2826211277400636
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Timberland,,,,9166968.898027629,0.2785586330042418,,64710.45309412624,0.246330844812244
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Merrell,,,,9126510.108428368,0.2773292031622575,,78823.2928455268,0.3000536604075172
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Keds,,,,9081339.510923795,0.2759565946116203,,148148.33451142782,0.5639506857515646
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,The North Face,,,,8918058.334371453,0.2709949347825429,,63461.55320458129,0.2415767046360033
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Wilson Sporting Goods,,,,8765259.954250949,0.2663518179175138,,66314.30760261958,0.2524361773689241
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,La Sportiva,,,,8735012.446488662,0.2654326804678535,,52706.46536141113,0.2006357167776062
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Li-Ning,,,,8443503.98701242,0.2565745509286177,,69732.84797953308,0.2654494062802561
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Champion,,,,7950672.340535562,0.241598770900242,,90258.9080681136,0.3435851862126311
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,VEJA,,,,6704258.737510417,0.2037237357300802,,46358.14721249444,0.1764698131563642
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,K-Swiss,,,,6588312.281606254,0.2002004461217453,,58038.79445977607,0.2209340931420327
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,AND1,,,,6098012.841619408,0.1853016127903845,,76893.10628663233,0.2927060919241671
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,British Knights,,,,5634653.589437245,0.1712214166739231,,64973.02608968681,0.2473303715460043
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Athletic Propulsion Labs,,,,5544458.1717005465,0.1684806293376219,,35496.89155264671,0.1351246802684768
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,KangaROOs,,,,4519829.298518734,0.1373450139095371,,38061.116808309336,0.144885819981059
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Macbeth Footwear,,,,4380659.747462701,0.1331160391710799,,37908.97771701913,0.1443066778317687
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Spira,,,,3752288.9040179234,0.1140216007458157,,30381.62714299204,0.115652595879956
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Cariuma,,,,3643786.7662065616,0.1107245232141931,,30339.8303077448,0.1154934894412798
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Craft,,,,3188716.6350550554,0.0968962103809403,,25537.238530989027,0.097211644189234
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Kappa,,,,2752565.854001934,0.0836428038617985,,23271.808879259253,0.0885879184495674
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Heelys,,,,2742393.0599404336,0.0833336810056911,,38965.572137089854,0.1483287760195428
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Topo Athletic,,,,2271292.5545135746,0.0690182497809219,,16454.77881382995,0.0626377868273227
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Autry,,,,2019433.4112466983,0.0613649524436597,,18531.85400659517,0.0705445107414357
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Altra Running,,,,1583816.269836493,0.0481277617458107,,10366.09142943441,0.039460209859747
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Arc'teryx,,,,1388615.584707108,0.0421961570228109,,8425.000577046398,0.0320711324130082
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Xero Shoes,,,,837443.8637522651,0.0254475847468854,,6231.018287404787,0.023719382655911
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q2,,Lacoste,,,,359366.56978429144,0.0109201483652981,,2878.03240706784,0.0109556975779294
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Nike,,,,782254047.4047284,24.4,,5615054.162844811,22.14451789558393
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Skechers,,,,295910035.14531326,9.23,,2789207.3573643374,11.000010053038563
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Jordan Brand,,,,256797332.77507684,8.01,,1544768.7599885631,6.09222252502272
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Under Armour,,,,235638001.98462105,7.35,,1785381.630988949,7.041145878787194
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Hoka One One,,,,213196287.5098952,6.649999999999999,,1384594.622162952,5.4605315459829145
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Adidas,,,,198128279.21972212,6.18,,1290552.2999707498,5.089649658412234
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Asics,,,,173762989.2185913,5.42,,1394019.2773187952,5.49770027823474
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,New Balance,,,,164145111.58656594,5.119999999999999,,1374949.1634427393,5.422492013852622
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Saucony,,,,160297960.53375584,5.0,,1185725.1660011597,4.67623488505299
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Puma,,,,149718295.13852796,4.670000000000001,,1214488.6810737394,4.789671755970355
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Converse,,,,105796653.95227884,3.2999999999999994,,1492629.164320521,5.886595619946795
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Brooks Sports,,,,100667119.21519864,3.14,,771656.6012540207,3.0432410659165745
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,On,,,,70531102.63485256,2.2,,472102.77467511134,1.8618677646114048
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Vans,,,,59310245.39748966,1.8500000000000003,,921108.6342161504,3.6326464612128033
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Allbirds,,,,32059592.106751166,1.0,,305490.8062004571,1.2047874212160752
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Reebok,,,,14359317.997602489,0.4478945942228216,,130013.58132644444,0.5127444891633504
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Salomon,,,,13222231.849925868,0.4124267023079656,,106075.78846832553,0.4183391874593984
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Fila,,,,10849890.301708842,0.3384288317075641,,127634.1967902811,0.5033607286663991
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Mizuno,,,,10583643.465243746,0.3301240836128736,,74984.00623206899,0.2957201515305351
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Diadora,,,,9498483.450777285,0.2962758671148869,,78511.90629862803,0.3096334004310885
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Lululemon,,,,9318335.42779309,0.2906567056987234,,64346.95602601144,0.2537700043346395
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Anta Sports,,,,9179092.82280866,0.2863134625120733,,71662.54559826356,0.282621053585678
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Timberland,,,,8930476.151930183,0.2785586330042418,,62459.09874826226,0.2463247174221719
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Merrell,,,,8891061.132672302,0.2773292031622575,,76084.618895139,0.3000607217381628
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Keds,,,,8847055.862416632,0.2759565946116202,,143006.00582006556,0.5639837058052519
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,The North Face,,,,8687987.072123962,0.2709949347825429,,61255.50067344662,0.2415779957817627
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Wilson Sporting Goods,,,,8539130.639327148,0.2663518179175138,,64008.25943315555,0.2524342607168307
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,La Sportiva,,,,8509663.467601001,0.2654326804678535,,50874.12262926393,0.2006361624150558
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Li-Ning,,,,8225675.447744339,0.2565745509286177,,67309.01362141373,0.2654516970711356
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Champion,,,,7745558.048554184,0.241598770900242,,87121.78942736718,0.3435888540195635
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,VEJA,,,,6531299.869969941,0.2037237357300802,,44747.51030235199,0.1764741735227046
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,K-Swiss,,,,6418344.642252767,0.2002004461217453,,56021.619360117205,0.2209367383610746
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,AND1,,,,5940694.122782875,0.1853016127903846,,74214.99640208851,0.2926873487386107
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,British Knights,,,,5489288.778506061,0.1712214166739232,,62716.1347542482,0.2473384099475315
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Athletic Propulsion Labs,,,,5401420.2544528935,0.1684806293376219,,34262.97325736718,0.1351255041267981
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,KangaROOs,,,,4403225.123835828,0.1373450139095372,,36738.78772274518,0.1448895626994641
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Macbeth Footwear,,,,4267645.918691131,0.1331160391710799,,36591.17661571504,0.1443074175043481
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Spira,,,,3655486.0112696886,0.1140216007458157,,29326.256359855048,0.1156561967057273
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Cariuma,,,,3549783.050461532,0.1107245232141931,,29285.931433016354,0.1154971642123408
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Craft,,,,3106452.981502895,0.0968962103809403,,24650.06090309031,0.09721432758525
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Kappa,,,,2681554.1744742515,0.0836428038617985,,22461.836562067383,0.088584460147821
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Heelys,,,,2671643.8217965765,0.0833336810056911,,37613.15251198065,0.1483378618896332
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Topo Athletic,,,,2212696.935898225,0.0690182497809219,,15882.8365059274,0.0626383552211273
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Autry,,,,1967335.3449939133,0.0613649524436597,,17887.26979063647,0.0705433918345686
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Altra Running,,,,1542956.4105815943,0.0481277617458107,,10005.73707375476,0.03946038938581
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Arc'teryx,,,,1352791.5826237418,0.0421961570228109,,8132.203919045465,0.0320715936112364
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Xero Shoes,,,,815839.1870871308,0.0254475847468854,,6014.3246808838985,0.023719151527865
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q3,,Lacoste,,,,350095.5023366652,0.0109201483652981,,2778.0479878120286,0.0109559999951499
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Nike,,,,983858490.4931732,24.4,,8348713.790864133,22.14423322003504
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Skechers,,,,372172699.4775405,9.23,,4147161.9437370114,10.999984378894462
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Jordan Brand,,,,322979774.9528819,8.01,,2296824.120867577,6.092125119147146
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Under Armour,,,,296367209.2264272,7.350000000000001,,2654695.678002824,7.041348127928688
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Hoka One One,,,,268141760.7286721,6.649999999999999,,2058640.4554143697,5.460363776128021
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Adidas,,,,249190388.16589385,6.18,,1918842.4627770304,5.08956182624664
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Asics,,,,218545615.51118845,5.42,,2072654.3114182355,5.497534303641033
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,New Balance,,,,206448994.72643635,5.12,,2044433.420876987,5.422680859448668
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Saucony,,,,201610346.4125355,5.0,,1762986.171214885,4.676166642794712
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Puma,,,,188304063.5493081,4.670000000000001,,1805752.623229263,4.7896009167587
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Converse,,,,133062828.6322734,3.2999999999999994,,2219402.580919471,5.886771255089522
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Brooks Sports,,,,126611297.54707228,3.14,,1147374.8281799937,3.0433113917282326
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,On,,,,88708552.42151561,2.2,,701955.204525695,1.8618747927428327
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Vans,,,,74595828.17263813,1.8500000000000003,,1369690.3121151947,3.632983770972233
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Allbirds,,,,40322069.2825071,1.0,,454234.74424565193,1.204817935455608
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Reebok,,,,18060036.85951301,0.4478945942228216,,193314.78143854937,0.5127505520359028
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Salomon,,,,16629898.064417722,0.4124267023079657,,157715.49495989116,0.418326557873725
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Fila,,,,13646150.799310336,0.3384288317075641,,189768.8803885652,0.5033453595963271
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Mizuno,,,,13311286.171262454,0.3301240836128736,,111487.5175671108,0.2957108905602238
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Diadora,,,,11946456.040541334,0.2962758671148869,,116732.72125725917,0.3096233346457231
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Lululemon,,,,11719879.8246092,0.2906567056987234,,95675.60077556032,0.2537711640515683
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Anta Sports,,,,11544751.27192632,0.2863134625120733,,106552.916559074,0.282622292926255
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Timberland,,,,11232060.499237506,0.2785586330042418,,92867.1239921176,0.2463219249898981
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Merrell,,,,11182487.343971036,0.2773292031622575,,113127.16990653532,0.300059924999963
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Keds,,,,11127140.926894478,0.2759565946116203,,212635.65354006263,0.5639974756396995
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,The North Face,,,,10927076.53551019,0.2709949347825429,,91075.8756285495,0.2415707953534668
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Wilson Sporting Goods,,,,10739856.455591705,0.2663518179175138,,95169.44645158877,0.2524286339713517
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,La Sportiva,,,,10702794.93166636,0.2654326804678535,,75644.46773164901,0.2006403354116743
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Li-Ning,,,,10345616.818671873,0.2565745509286178,,100084.29133009302,0.2654648301994449
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Champion,,,,9741762.37880812,0.241598770900242,,129538.1413190444,0.343588591502293
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,VEJA,,,,8214562.586599462,0.2037237357300802,,66533.0264484847,0.1764730342202219
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,K-Swiss,,,,8072496.258909844,0.2002004461217453,,83297.90093414603,0.2209403976746198
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,AND1,,,,7471744.469094191,0.1853016127903846,,110350.241793552,0.2926943660276976
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,British Knights,,,,6904001.825774947,0.1712214166739232,,93244.993335521,0.2473241903779132
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Athletic Propulsion Labs,,,,6793487.60891199,0.1684806293376219,,50944.4902978956,0.1351258053266724
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,KangaROOs,,,,5538035.16646726,0.1373450139095371,,54623.77174496024,0.1448847776051453
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2023,Q4,,Macbeth Footwear,,,,5367514.154069211,0.1331160391710799,,54406.11004767226,0.144307448988001
